Name,Hersteller,Funktion
Service 8153,Fraunhofer IPA,"Assistenz,Diagnose,Sprachverarbeitung"
Service 8154,SOP,Diagnose
Service 8155,SOP,Clustering
Service 8156,SOP,"Optimierung,Generierung,Sprachverarbeitung"
Service 8157,Fraunhofer IPA,Optimierung
Service 8158,HAW,"Mustererkennung,Ueberwachung"
Service 8159,Fraunhofer IPA,"Analyse,Automatisierung,Mustererkennung"
Service 8160,HAW,"Sprachverarbeitung,Ueberwachung,Assistenz"
Service 8161,SOP,Generierung
Service 8162,HAW,Empfehlung
Service 8163,SOP,"Sprachverarbeitung,Empfehlung,Analyse"
Service 8164,SOP,"Sprachverarbeitung,Optimierung"
Service 8165,SOP,"Automatisierung,Assistenz,Generierung"
Service 8166,Fraunhofer IPA,"Analyse,Mustererkennung"
Service 8167,HAW,"Sprachverarbeitung,Generierung,Automatisierung"
Service 8168,HAW,"Analyse,Generierung,Automatisierung"
Service 8169,HAW,"Analyse,Assistenz,Generierung"
Service 8170,SOP,"Generierung,Diagnose"
Service 8171,SOP,Clustering
Service 8172,SOP,"Clustering,Generierung"
Service 8173,Fraunhofer IPA,Kommunikation
Service 8174,Fraunhofer IPA,"Analyse,Optimierung"
Service 8175,HAW,"Optimierung,Diagnose"
Service 8176,HAW,"Sprachverarbeitung,Automatisierung,Kommunikation"
Service 8177,SOP,Automatisierung
Service 8178,HAW,"Kommunikation,Sprachverarbeitung"
Service 8179,SOP,"Clustering,Sprachverarbeitung,Ueberwachung"
Service 8180,Fraunhofer IPA,"Automatisierung,Empfehlung"
Service 8181,HAW,"Clustering,Sprachverarbeitung"
Service 8182,SOP,"Analyse,Generierung"
Service 8183,Fraunhofer IPA,Clustering
Service 8184,HAW,"Kommunikation,Assistenz,Empfehlung"
Service 8185,HAW,Sprachverarbeitung
Service 8186,HAW,Assistenz
Service 8187,SOP,"Optimierung,Automatisierung"
Service 8188,HAW,"Diagnose,Mustererkennung,Sprachverarbeitung"
Service 8189,SOP,"Clustering,Kommunikation"
Service 8190,SOP,"Automatisierung,Analyse,Mustererkennung"
Service 8191,Fraunhofer IPA,"Assistenz,Diagnose,Mustererkennung"
Service 8192,HAW,"Diagnose,Automatisierung,Optimierung"
Service 8193,Fraunhofer IPA,Kommunikation
Service 8194,Fraunhofer IPA,"Sprachverarbeitung,Generierung"
Service 8195,SOP,Automatisierung
Service 8196,HAW,"Kommunikation,Empfehlung"
Service 8197,Fraunhofer IPA,Assistenz
Service 8198,SOP,"Assistenz,Mustererkennung,Empfehlung"
Service 8199,SOP,Clustering
Service 8200,Fraunhofer IPA,Empfehlung
Service 8201,SOP,"Optimierung,Empfehlung"
Service 8202,HAW,"Automatisierung,Mustererkennung"
Service 8203,SOP,Diagnose
Service 8204,HAW,"Generierung,Ueberwachung,Sprachverarbeitung"
Service 8205,Fraunhofer IPA,"Assistenz,Sprachverarbeitung,Empfehlung"
Service 8206,Fraunhofer IPA,"Kommunikation,Mustererkennung,Analyse"
Service 8207,HAW,"Sprachverarbeitung,Ueberwachung"
Service 8208,SOP,"Assistenz,Generierung,Kommunikation"
Service 8209,Fraunhofer IPA,Mustererkennung
Service 8210,HAW,"Generierung,Analyse"
Service 8211,SOP,Sprachverarbeitung
Service 8212,HAW,"Mustererkennung,Ueberwachung"
Service 8213,Fraunhofer IPA,Automatisierung
Service 8214,Fraunhofer IPA,Automatisierung
Service 8215,Fraunhofer IPA,"Automatisierung,Ueberwachung,Mustererkennung"
Service 8216,Fraunhofer IPA,"Sprachverarbeitung,Clustering"
Service 8217,Fraunhofer IPA,"Sprachverarbeitung,Mustererkennung"
Service 8218,HAW,"Assistenz,Sprachverarbeitung"
Service 8219,Fraunhofer IPA,"Assistenz,Clustering,Mustererkennung"
Service 8220,SOP,"Clustering,Ueberwachung"
Service 8221,Fraunhofer IPA,"Analyse,Sprachverarbeitung"
Service 8222,Fraunhofer IPA,Generierung
Service 8223,Fraunhofer IPA,"Mustererkennung,Sprachverarbeitung,Generierung"
Service 8224,SOP,"Empfehlung,Optimierung,Mustererkennung"
Service 8225,HAW,Mustererkennung
Service 8226,SOP,"Optimierung,Diagnose,Generierung"
Service 8227,HAW,"Kommunikation,Diagnose"
Service 8228,HAW,Generierung
Service 8229,SOP,"Generierung,Kommunikation,Optimierung"
Service 8230,Fraunhofer IPA,"Clustering,Assistenz"
Service 8231,Fraunhofer IPA,"Automatisierung,Optimierung"
Service 8232,HAW,"Sprachverarbeitung,Diagnose"
Service 8233,HAW,"Automatisierung,Diagnose,Empfehlung"
Service 8234,SOP,"Empfehlung,Optimierung"
Service 8235,SOP,"Ueberwachung,Optimierung,Mustererkennung"
Service 8236,HAW,"Analyse,Optimierung"
Service 8237,SOP,"Mustererkennung,Clustering"
Service 8238,Fraunhofer IPA,"Sprachverarbeitung,Generierung,Ueberwachung"
Service 8239,Fraunhofer IPA,Automatisierung
Service 8240,SOP,"Kommunikation,Assistenz"
Service 8241,Fraunhofer IPA,"Automatisierung,Empfehlung,Assistenz"
Service 8242,SOP,"Empfehlung,Assistenz"
Service 8243,HAW,"Automatisierung,Analyse,Ueberwachung"
Service 8244,SOP,Diagnose
Service 8245,HAW,"Kommunikation,Generierung"
Service 8246,HAW,"Analyse,Mustererkennung,Ueberwachung"
Service 8247,HAW,Optimierung
Service 8248,HAW,Ueberwachung
Service 8249,SOP,"Automatisierung,Kommunikation"
Service 8250,SOP,"Analyse,Automatisierung,Diagnose"
Service 8251,Fraunhofer IPA,Optimierung
Service 8252,HAW,Mustererkennung
Service 8253,SOP,"Mustererkennung,Assistenz,Optimierung"
Service 8254,SOP,"Clustering,Diagnose"
Service 8255,SOP,Generierung
Service 8256,SOP,Assistenz
Service 8257,SOP,Analyse
Service 8258,HAW,Empfehlung
Service 8259,Fraunhofer IPA,Kommunikation
Service 8260,HAW,"Sprachverarbeitung,Ueberwachung,Automatisierung"
Service 8261,HAW,"Optimierung,Generierung"
Service 8262,HAW,"Optimierung,Ueberwachung"
Service 8263,HAW,"Sprachverarbeitung,Clustering"
Service 8264,SOP,Optimierung
Service 8265,Fraunhofer IPA,"Automatisierung,Generierung,Kommunikation"
Service 8266,Fraunhofer IPA,"Diagnose,Mustererkennung"
Service 8267,Fraunhofer IPA,Kommunikation
Service 8268,SOP,"Ueberwachung,Sprachverarbeitung"
Service 8269,Fraunhofer IPA,Kommunikation
Service 8270,HAW,"Ueberwachung,Diagnose,Mustererkennung"
Service 8271,HAW,"Optimierung,Sprachverarbeitung,Diagnose"
Service 8272,SOP,Optimierung
Service 8273,HAW,Kommunikation
Service 8274,SOP,"Ueberwachung,Sprachverarbeitung"
Service 8275,Fraunhofer IPA,"Ueberwachung,Diagnose"
Service 8276,HAW,"Analyse,Empfehlung,Sprachverarbeitung"
Service 8277,Fraunhofer IPA,Diagnose
Service 8278,HAW,"Ueberwachung,Sprachverarbeitung"
Service 8279,HAW,"Generierung,Ueberwachung,Assistenz"
Service 8280,Fraunhofer IPA,"Kommunikation,Automatisierung,Optimierung"
Service 8281,Fraunhofer IPA,"Analyse,Generierung"
Service 8282,SOP,Empfehlung
Service 8283,SOP,"Empfehlung,Mustererkennung"
Service 8284,HAW,"Automatisierung,Generierung,Sprachverarbeitung"
Service 8285,HAW,"Generierung,Mustererkennung"
Service 8286,SOP,"Automatisierung,Diagnose,Ueberwachung"
Service 8287,HAW,Ueberwachung
Service 8288,HAW,"Ueberwachung,Analyse"
Service 8289,Fraunhofer IPA,"Mustererkennung,Diagnose,Empfehlung"
Service 8290,HAW,"Analyse,Clustering,Diagnose"
Service 8291,Fraunhofer IPA,Automatisierung
Service 8292,Fraunhofer IPA,Assistenz
Service 8293,Fraunhofer IPA,"Automatisierung,Sprachverarbeitung,Optimierung"
Service 8294,HAW,"Mustererkennung,Clustering"
Service 8295,HAW,"Clustering,Generierung"
Service 8296,SOP,"Ueberwachung,Diagnose"
Service 8297,Fraunhofer IPA,"Optimierung,Diagnose,Ueberwachung"
Service 8298,SOP,Automatisierung
Service 8299,HAW,Mustererkennung
Service 8300,SOP,Optimierung
Service 8301,Fraunhofer IPA,"Assistenz,Mustererkennung,Generierung"
Service 8302,Fraunhofer IPA,Empfehlung
Service 8303,HAW,Mustererkennung
Service 8304,HAW,"Clustering,Generierung,Kommunikation"
Service 8305,HAW,"Ueberwachung,Automatisierung,Diagnose"
Service 8306,HAW,Clustering
Service 8307,HAW,"Analyse,Clustering,Empfehlung"
Service 8308,HAW,Empfehlung
Service 8309,Fraunhofer IPA,"Assistenz,Automatisierung"
Service 8310,Fraunhofer IPA,Optimierung
Service 8311,HAW,Mustererkennung
Service 8312,HAW,"Analyse,Diagnose,Generierung"
Service 8313,HAW,"Sprachverarbeitung,Generierung"
Service 8314,HAW,Kommunikation
Service 8315,SOP,"Ueberwachung,Sprachverarbeitung"
Service 8316,SOP,"Generierung,Clustering"
Service 8317,Fraunhofer IPA,Ueberwachung
Service 8318,Fraunhofer IPA,"Assistenz,Ueberwachung"
Service 8319,Fraunhofer IPA,"Mustererkennung,Diagnose"
Service 8320,HAW,"Clustering,Sprachverarbeitung,Optimierung"
Service 8321,Fraunhofer IPA,"Sprachverarbeitung,Assistenz,Automatisierung"
Service 8322,SOP,"Sprachverarbeitung,Optimierung"
Service 8323,SOP,"Assistenz,Diagnose"
Service 8324,HAW,"Kommunikation,Automatisierung,Generierung"
Service 8325,Fraunhofer IPA,"Diagnose,Empfehlung,Mustererkennung"
Service 8326,HAW,"Ueberwachung,Empfehlung,Kommunikation"
Service 8327,SOP,Diagnose
Service 8328,HAW,"Kommunikation,Ueberwachung"
Service 8329,Fraunhofer IPA,"Optimierung,Generierung,Automatisierung"
Service 8330,HAW,"Optimierung,Ueberwachung,Diagnose"
Service 8331,SOP,"Automatisierung,Kommunikation,Diagnose"
Service 8332,SOP,"Generierung,Sprachverarbeitung,Clustering"
Service 8333,Fraunhofer IPA,"Diagnose,Mustererkennung"
Service 8334,SOP,"Mustererkennung,Generierung"
Service 8335,HAW,"Assistenz,Automatisierung,Generierung"
Service 8336,HAW,Optimierung
Service 8337,SOP,"Assistenz,Optimierung"
Service 8338,SOP,"Analyse,Sprachverarbeitung,Automatisierung"
Service 8339,HAW,"Mustererkennung,Automatisierung"
Service 8340,HAW,"Optimierung,Clustering,Analyse"
Service 8341,Fraunhofer IPA,"Ueberwachung,Empfehlung,Clustering"
Service 8342,SOP,"Assistenz,Clustering,Automatisierung"
Service 8343,HAW,"Kommunikation,Diagnose,Ueberwachung"
Service 8344,HAW,"Clustering,Assistenz"
Service 8345,SOP,Ueberwachung
Service 8346,HAW,"Empfehlung,Clustering"
Service 8347,Fraunhofer IPA,Automatisierung
Service 8348,SOP,Kommunikation
Service 8349,Fraunhofer IPA,Clustering
Service 8350,SOP,Ueberwachung
Service 8351,Fraunhofer IPA,"Clustering,Automatisierung"
Service 8352,Fraunhofer IPA,Kommunikation
Service 8353,Fraunhofer IPA,"Diagnose,Sprachverarbeitung,Kommunikation"
Service 8354,SOP,Mustererkennung
Service 8355,Fraunhofer IPA,"Diagnose,Optimierung,Clustering"
Service 8356,SOP,Ueberwachung
Service 8357,HAW,Generierung
Service 8358,HAW,"Ueberwachung,Empfehlung"
Service 8359,SOP,"Assistenz,Kommunikation,Optimierung"
Service 8360,Fraunhofer IPA,Sprachverarbeitung
Service 8361,HAW,"Automatisierung,Analyse,Optimierung"
Service 8362,Fraunhofer IPA,Optimierung
Service 8363,Fraunhofer IPA,Diagnose
Service 8364,HAW,Empfehlung
Service 8365,SOP,"Generierung,Empfehlung"
Service 8366,HAW,Analyse
Service 8367,SOP,"Generierung,Sprachverarbeitung,Analyse"
Service 8368,HAW,Kommunikation
Service 8369,HAW,"Analyse,Optimierung,Ueberwachung"
Service 8370,HAW,"Automatisierung,Optimierung,Ueberwachung"
Service 8371,SOP,Generierung
Service 8372,HAW,"Sprachverarbeitung,Clustering,Kommunikation"
Service 8373,HAW,Clustering
Service 8374,Fraunhofer IPA,"Optimierung,Ueberwachung"
Service 8375,Fraunhofer IPA,"Kommunikation,Assistenz"
Service 8376,Fraunhofer IPA,"Clustering,Mustererkennung,Kommunikation"
Service 8377,SOP,"Empfehlung,Generierung"
Service 8378,SOP,"Assistenz,Empfehlung"
Service 8379,HAW,"Analyse,Optimierung"
Service 8380,HAW,"Diagnose,Empfehlung,Generierung"
Service 8381,SOP,"Mustererkennung,Optimierung"
Service 8382,Fraunhofer IPA,Kommunikation
Service 8383,Fraunhofer IPA,"Clustering,Kommunikation,Assistenz"
Service 8384,Fraunhofer IPA,Kommunikation
Service 8385,HAW,"Ueberwachung,Automatisierung"
Service 8386,SOP,Kommunikation
Service 8387,HAW,"Ueberwachung,Clustering,Sprachverarbeitung"
Service 8388,Fraunhofer IPA,"Automatisierung,Assistenz,Analyse"
Service 8389,SOP,Analyse
Service 8390,HAW,Analyse
Service 8391,HAW,"Diagnose,Generierung,Sprachverarbeitung"
Service 8392,HAW,"Ueberwachung,Sprachverarbeitung"
Service 8393,SOP,"Optimierung,Assistenz,Analyse"
Service 8394,Fraunhofer IPA,"Assistenz,Mustererkennung,Sprachverarbeitung"
Service 8395,SOP,"Analyse,Generierung"
Service 8396,Fraunhofer IPA,"Clustering,Optimierung"
Service 8397,HAW,"Automatisierung,Kommunikation"
Service 8398,SOP,Ueberwachung
Service 8399,HAW,Sprachverarbeitung
Service 8400,HAW,Automatisierung
Service 8401,HAW,"Empfehlung,Kommunikation,Ueberwachung"
Service 8402,Fraunhofer IPA,Diagnose
Service 8403,SOP,"Generierung,Automatisierung"
Service 8404,HAW,"Kommunikation,Clustering,Analyse"
Service 8405,HAW,"Assistenz,Analyse,Empfehlung"
Service 8406,SOP,"Diagnose,Mustererkennung,Ueberwachung"
Service 8407,SOP,"Kommunikation,Optimierung,Mustererkennung"
Service 8408,HAW,"Ueberwachung,Kommunikation,Generierung"
Service 8409,SOP,"Empfehlung,Mustererkennung"
Service 8410,HAW,"Sprachverarbeitung,Clustering"
Service 8411,SOP,"Empfehlung,Generierung"
Service 8412,SOP,"Kommunikation,Mustererkennung,Optimierung"
Service 8413,Fraunhofer IPA,Analyse
Service 8414,HAW,Diagnose
Service 8415,HAW,Optimierung
Service 8416,Fraunhofer IPA,"Generierung,Sprachverarbeitung,Diagnose"
Service 8417,SOP,Sprachverarbeitung
Service 8418,Fraunhofer IPA,Empfehlung
Service 8419,SOP,"Clustering,Mustererkennung"
Service 8420,Fraunhofer IPA,"Kommunikation,Optimierung,Assistenz"
Service 8421,SOP,"Optimierung,Sprachverarbeitung,Analyse"
Service 8422,SOP,"Diagnose,Kommunikation"
Service 8423,Fraunhofer IPA,"Mustererkennung,Assistenz,Generierung"
Service 8424,Fraunhofer IPA,Optimierung
Service 8425,HAW,"Clustering,Mustererkennung,Automatisierung"
Service 8426,SOP,"Assistenz,Clustering"
Service 8427,HAW,"Ueberwachung,Clustering"
Service 8428,Fraunhofer IPA,"Automatisierung,Clustering"
Service 8429,HAW,Clustering
Service 8430,Fraunhofer IPA,Clustering
Service 8431,HAW,"Generierung,Diagnose,Mustererkennung"
Service 8432,Fraunhofer IPA,"Diagnose,Empfehlung"
Service 8433,Fraunhofer IPA,"Clustering,Mustererkennung"
Service 8434,SOP,"Diagnose,Clustering,Analyse"
Service 8435,SOP,"Analyse,Automatisierung"
Service 8436,Fraunhofer IPA,"Optimierung,Analyse,Assistenz"
Service 8437,SOP,Analyse
Service 8438,HAW,Generierung
Service 8439,Fraunhofer IPA,"Kommunikation,Mustererkennung"
Service 8440,Fraunhofer IPA,Analyse
Service 8441,SOP,"Clustering,Empfehlung"
Service 8442,SOP,Automatisierung
Service 8443,Fraunhofer IPA,"Empfehlung,Sprachverarbeitung"
Service 8444,HAW,"Sprachverarbeitung,Ueberwachung"
Service 8445,SOP,"Mustererkennung,Analyse,Diagnose"
Service 8446,Fraunhofer IPA,"Kommunikation,Generierung,Sprachverarbeitung"
Service 8447,HAW,"Kommunikation,Assistenz"
Service 8448,Fraunhofer IPA,"Optimierung,Diagnose,Empfehlung"
Service 8449,SOP,Analyse
Service 8450,SOP,"Kommunikation,Analyse,Ueberwachung"
Service 8451,HAW,"Assistenz,Generierung,Diagnose"
Service 8452,SOP,"Analyse,Sprachverarbeitung"
Service 8453,Fraunhofer IPA,"Generierung,Ueberwachung"
Service 8454,HAW,"Assistenz,Generierung,Sprachverarbeitung"
Service 8455,SOP,"Assistenz,Diagnose,Clustering"
Service 8456,HAW,Kommunikation
Service 8457,SOP,Mustererkennung
Service 8458,Fraunhofer IPA,Mustererkennung
Service 8459,Fraunhofer IPA,"Optimierung,Empfehlung"
Service 8460,Fraunhofer IPA,"Optimierung,Diagnose"
Service 8461,HAW,"Assistenz,Clustering,Automatisierung"
Service 8462,Fraunhofer IPA,"Empfehlung,Kommunikation"
Service 8463,Fraunhofer IPA,"Empfehlung,Ueberwachung,Sprachverarbeitung"
Service 8464,SOP,"Sprachverarbeitung,Automatisierung"
Service 8465,SOP,"Assistenz,Empfehlung"
Service 8466,Fraunhofer IPA,Assistenz
Service 8467,Fraunhofer IPA,"Diagnose,Empfehlung"
Service 8468,Fraunhofer IPA,"Diagnose,Ueberwachung,Generierung"
Service 8469,HAW,Diagnose
Service 8470,SOP,"Clustering,Empfehlung,Sprachverarbeitung"
Service 8471,SOP,"Ueberwachung,Mustererkennung"
Service 8472,Fraunhofer IPA,"Diagnose,Sprachverarbeitung"
Service 8473,HAW,"Diagnose,Analyse"
Service 8474,Fraunhofer IPA,Diagnose
Service 8475,HAW,"Automatisierung,Kommunikation,Optimierung"
Service 8476,SOP,Kommunikation
Service 8477,HAW,Assistenz
Service 8478,HAW,"Kommunikation,Ueberwachung"
Service 8479,HAW,Generierung
Service 8480,SOP,"Assistenz,Clustering"
Service 8481,SOP,Kommunikation
Service 8482,SOP,"Optimierung,Empfehlung"
Service 8483,Fraunhofer IPA,"Automatisierung,Ueberwachung"
Service 8484,Fraunhofer IPA,"Diagnose,Generierung,Automatisierung"
Service 8485,HAW,"Sprachverarbeitung,Optimierung,Ueberwachung"
Service 8486,Fraunhofer IPA,"Clustering,Diagnose"
Service 8487,SOP,"Clustering,Optimierung,Generierung"
Service 8488,Fraunhofer IPA,Ueberwachung
Service 8489,HAW,"Assistenz,Generierung"
Service 8490,HAW,"Kommunikation,Clustering,Analyse"
Service 8491,Fraunhofer IPA,"Ueberwachung,Diagnose,Kommunikation"
Service 8492,Fraunhofer IPA,Diagnose
Service 8493,Fraunhofer IPA,Automatisierung
Service 8494,Fraunhofer IPA,"Analyse,Ueberwachung"
Service 8495,HAW,"Empfehlung,Clustering,Analyse"
Service 8496,HAW,"Mustererkennung,Clustering"
Service 8497,HAW,"Kommunikation,Empfehlung"
Service 8498,SOP,"Ueberwachung,Generierung,Analyse"
Service 8499,SOP,"Analyse,Sprachverarbeitung"
Service 8500,Fraunhofer IPA,"Kommunikation,Generierung,Empfehlung"
Service 8501,HAW,"Optimierung,Analyse,Kommunikation"
Service 8502,HAW,Mustererkennung
Service 8503,Fraunhofer IPA,Automatisierung
Service 8504,Fraunhofer IPA,"Clustering,Analyse,Generierung"
Service 8505,Fraunhofer IPA,"Optimierung,Automatisierung,Assistenz"
Service 8506,HAW,"Ueberwachung,Kommunikation"
Service 8507,HAW,"Empfehlung,Automatisierung,Analyse"
Service 8508,HAW,"Analyse,Empfehlung"
Service 8509,SOP,Optimierung
Service 8510,Fraunhofer IPA,"Generierung,Assistenz,Sprachverarbeitung"
Service 8511,HAW,Mustererkennung
Service 8512,Fraunhofer IPA,"Optimierung,Generierung,Analyse"
Service 8513,SOP,"Generierung,Sprachverarbeitung,Mustererkennung"
Service 8514,Fraunhofer IPA,Mustererkennung
Service 8515,HAW,"Analyse,Mustererkennung"
Service 8516,SOP,"Generierung,Clustering"
Service 8517,HAW,"Empfehlung,Automatisierung,Diagnose"
Service 8518,Fraunhofer IPA,"Automatisierung,Diagnose,Empfehlung"
Service 8519,Fraunhofer IPA,Diagnose
Service 8520,HAW,Sprachverarbeitung
Service 8521,HAW,"Kommunikation,Diagnose"
Service 8522,HAW,"Generierung,Automatisierung,Analyse"
Service 8523,SOP,"Automatisierung,Optimierung"
Service 8524,HAW,"Ueberwachung,Sprachverarbeitung"
Service 8525,HAW,Sprachverarbeitung
Service 8526,SOP,"Ueberwachung,Mustererkennung,Analyse"
Service 8527,Fraunhofer IPA,"Assistenz,Sprachverarbeitung"
Service 8528,SOP,"Kommunikation,Automatisierung"
Service 8529,HAW,"Assistenz,Diagnose"
Service 8530,SOP,Sprachverarbeitung
Service 8531,SOP,Empfehlung
Service 8532,HAW,"Sprachverarbeitung,Assistenz,Generierung"
Service 8533,Fraunhofer IPA,"Diagnose,Generierung"
Service 8534,HAW,"Empfehlung,Generierung"
Service 8535,Fraunhofer IPA,Ueberwachung
Service 8536,SOP,"Generierung,Sprachverarbeitung,Empfehlung"
Service 8537,SOP,Diagnose
Service 8538,Fraunhofer IPA,"Clustering,Ueberwachung,Optimierung"
Service 8539,HAW,"Generierung,Mustererkennung"
Service 8540,Fraunhofer IPA,"Diagnose,Kommunikation"
Service 8541,SOP,Analyse
Service 8542,SOP,Clustering
Service 8543,SOP,Assistenz
Service 8544,HAW,"Clustering,Optimierung"
Service 8545,SOP,Assistenz
Service 8546,Fraunhofer IPA,Automatisierung
Service 8547,HAW,"Mustererkennung,Analyse"
Service 8548,HAW,"Empfehlung,Automatisierung"
Service 8549,Fraunhofer IPA,Ueberwachung
Service 8550,HAW,"Clustering,Empfehlung"
Service 8551,SOP,"Empfehlung,Clustering,Sprachverarbeitung"
Service 8552,SOP,"Optimierung,Ueberwachung,Automatisierung"
Service 8553,HAW,Kommunikation
Service 8554,HAW,Assistenz
Service 8555,HAW,"Empfehlung,Generierung,Assistenz"
Service 8556,HAW,Automatisierung
Service 8557,SOP,"Sprachverarbeitung,Clustering"
Service 8558,SOP,"Optimierung,Empfehlung,Generierung"
Service 8559,SOP,Optimierung
Service 8560,Fraunhofer IPA,"Analyse,Assistenz"
Service 8561,Fraunhofer IPA,Analyse
Service 8562,SOP,Empfehlung
Service 8563,Fraunhofer IPA,"Sprachverarbeitung,Assistenz"
Service 8564,HAW,"Kommunikation,Generierung,Analyse"
Service 8565,SOP,"Kommunikation,Diagnose,Ueberwachung"
Service 8566,HAW,Sprachverarbeitung
Service 8567,HAW,"Diagnose,Generierung"
Service 8568,SOP,"Kommunikation,Empfehlung"
Service 8569,Fraunhofer IPA,"Mustererkennung,Diagnose"
Service 8570,Fraunhofer IPA,"Clustering,Diagnose"
Service 8571,Fraunhofer IPA,"Kommunikation,Optimierung"
Service 8572,SOP,Analyse
Service 8573,Fraunhofer IPA,"Generierung,Optimierung"
Service 8574,Fraunhofer IPA,"Diagnose,Ueberwachung"
Service 8575,HAW,Clustering
Service 8576,HAW,"Diagnose,Ueberwachung"
Service 8577,SOP,"Mustererkennung,Generierung,Optimierung"
Service 8578,SOP,Kommunikation
Service 8579,Fraunhofer IPA,"Kommunikation,Optimierung"
Service 8580,HAW,"Diagnose,Generierung,Mustererkennung"
Service 8581,SOP,Sprachverarbeitung
Service 8582,SOP,Automatisierung
Service 8583,SOP,Analyse
Service 8584,HAW,"Optimierung,Empfehlung"
Service 8585,Fraunhofer IPA,"Analyse,Automatisierung"
Service 8586,HAW,Diagnose
Service 8587,Fraunhofer IPA,"Assistenz,Ueberwachung"
Service 8588,SOP,Analyse
Service 8589,SOP,Automatisierung
Service 8590,SOP,"Assistenz,Automatisierung"
Service 8591,HAW,Analyse
Service 8592,HAW,Empfehlung
Service 8593,HAW,Mustererkennung
Service 8594,Fraunhofer IPA,Optimierung
Service 8595,Fraunhofer IPA,"Ueberwachung,Kommunikation"
Service 8596,Fraunhofer IPA,Automatisierung
Service 8597,Fraunhofer IPA,Automatisierung
