Name,Typ,DurchsatzProStunde,Werkstoff,Werkzeuge,Bearbeitungsart
Maschine 9664,Presse,2269,Metall,Messer,Pressen
Maschine 9665,Schleifmaschine,1335,"Metall,Stein",Schleifpapier,Schleifen
Maschine 9666,Drehmaschine,2585,Holz,"Bohrer,Walzfräser",Drehen
Maschine 9667,Spritzgussmaschine,1744,Metall,Duese,Giessen
Maschine 9668,Laserschneidmaschine,191,Glas,Laser,Bohren
Maschine 9669,CNC-Fräse,678,"Kunststoff,Holz,Metall",Bohrer,"Schleifen,Fräsen"
Maschine 9670,Wasserstrahlschneidmaschine,1230,"Glas,Metall",Wasserstrahl,Schneiden
Maschine 9671,Verpackungsmaschine,9514,Kunststoff,Foerderband,Biegen
Maschine 9672,Verpackungsmaschine,2677,Kunststoff,Foerderband,Transportieren
Maschine 9673,CNC-Fräse,2285,Holz,"Walzfräser,Bohrer","Drehen,Schneiden"
Maschine 9674,Laserschneidmaschine,2743,"Stein,Holz,Metall",Heizelement,"Bohren,Fräsen,Schneiden"
Maschine 9675,Verpackungsmaschine,5336,Papier,Foerderband,Biegen
Maschine 9676,Lackiermaschine,6125,Kunststoff,Lackierpistole,Lackieren
Maschine 9677,Wasserstrahlschneidmaschine,3391,"Kunststoff,Verbundwerkstoff",Wasserstrahl,Schneiden
Maschine 9678,Wasserstrahlschneidmaschine,4602,"Beton,Verbundwerkstoff",Wasserstrahl,Schneiden
Maschine 9679,Roboterarm,5120,Holz,Bohrer,"3D-Drucken,Fräsen"
Maschine 9680,Lackiermaschine,9963,Glas,Lackierpistole,Lackieren
Maschine 9681,Drehmaschine,309,Stein,"Messer,Walzfräser",Drehen
Maschine 9682,Spritzgussmaschine,4499,Metall,Duese,Giessen
Maschine 9683,Wasserstrahlschneidmaschine,5709,"Stein,Keramik",Wasserstrahl,Schneiden
Maschine 9684,FTS,6771,Beton,Greifer,Transportieren
Maschine 9685,Presse,7624,Metall,Messer,Stanzen
Maschine 9686,FTS,9200,"Kunststoff,Glas",Greifer,Transportieren
Maschine 9687,Presse,221,"Metall,Holz,Kunststoff",Messer,Stanzen
Maschine 9688,CNC-Fräse,3163,"Kunststoff,Metall,Stein","Prismenfräser,Bohrer,Walzfräser","Schneiden,Fräsen,Drehen"
Maschine 9689,CNC-Fräse,7138,"Stein,Metall,Kunststoff",Prismenfräser,"Schneiden,Drehen,Drehen"
Maschine 9690,CNC-Fräse,1619,"Metall,Kunststoff,Stein",Walzfräser,"Drehen,Schneiden,Schleifen"
Maschine 9691,FTS,9760,"Metall,Holz,Stein",Greifer,Transportieren
Maschine 9692,Druckmaschine,2606,"Keramik,Papier","Heizelement,Lackierpistole,Laser",Drucken
Maschine 9693,FTS,5582,"Keramik,Beton,Holz",Greifer,Transportieren
Maschine 9694,Roboterarm,7314,"Holz,Gummi","Wolframelektrode,Wasserstrahl,Schleifpapier","Bohren,Schneiden"
Maschine 9695,Wasserstrahlschneidmaschine,3647,Glas,Wasserstrahl,Schneiden
Maschine 9696,Schleifmaschine,946,Stein,Schleifpapier,Schleifen
Maschine 9697,Verpackungsmaschine,2570,Papier,Foerderband,Biegen
Maschine 9698,Laserschneidmaschine,1704,"Kunststoff,Glas",Heizelement,"Fräsen,Bohren,Stanzen"
Maschine 9699,FTS,9175,"Verbundwerkstoff,Gummi,Kunststoff",Greifer,Transportieren
Maschine 9700,Verpackungsmaschine,9098,Papier,Foerderband,Biegen
Maschine 9701,Lackiermaschine,3559,"Glas,Stein,Verbundwerkstoff",Lackierpistole,Lackieren
Maschine 9702,Roboterarm,1808,"Gummi,Kunststoff,Glas",Messer,3D-Drucken
Maschine 9703,3D-Drucker,4939,Metall,Duese,3D-Drucken
Maschine 9704,FTS,553,"Verbundwerkstoff,Glas,Textil",Greifer,Transportieren
Maschine 9705,Laserschneidmaschine,1521,"Holz,Metall,Verbundwerkstoff",Laser,"Stanzen,Schneiden"
Maschine 9706,Roboterarm,3297,"Keramik,Beton,Verbundwerkstoff",Wolframelektrode,"3D-Drucken,Schneiden,Lackieren"
Maschine 9707,Laserschneidmaschine,726,"Holz,Metall",Laser,"Schneiden,Stanzen"
Maschine 9708,Druckmaschine,2038,"Keramik,Holz,Textil","Tintenstrahl,Laser,Heizelement",Lackieren
Maschine 9709,Presse,4231,"Metall,Holz,Kunststoff",Messer,Pressen
Maschine 9710,Spritzgussmaschine,8573,Metall,Duese,Giessen
Maschine 9711,Schleifmaschine,8874,Stein,Schleifpapier,Schleifen
Maschine 9712,FTS,4832,"Papier,Holz,Gummi",Greifer,Transportieren
Maschine 9713,Presse,3562,"Kunststoff,Metall",Messer,Pressen
Maschine 9714,Schleifmaschine,2851,"Stein,Holz",Schleifpapier,Schleifen
Maschine 9715,Spritzgussmaschine,1529,Metall,Duese,Giessen
Maschine 9716,Spritzgussmaschine,8298,Metall,Duese,Giessen
Maschine 9717,Wasserstrahlschneidmaschine,8601,Keramik,Wasserstrahl,Schneiden
Maschine 9718,Wasserstrahlschneidmaschine,919,Beton,Wasserstrahl,Schneiden
Maschine 9719,Wasserstrahlschneidmaschine,9863,"Keramik,Metall",Wasserstrahl,Schneiden
Maschine 9720,Roboterarm,2818,"Metall,Holz,Kunststoff","Wolframelektrode,Wasserstrahl,Messer","Schweißen,Biegen"
Maschine 9721,Schleifmaschine,4761,"Kunststoff,Stein",Schleifpapier,Schleifen
Maschine 9722,Lackiermaschine,859,"Verbundwerkstoff,Stein",Lackierpistole,Lackieren
Maschine 9723,Druckmaschine,881,Keramik,"Heizelement,Lackierpistole",Lackieren
Maschine 9724,Wasserstrahlschneidmaschine,5616,Glas,Wasserstrahl,Schneiden
Maschine 9725,Presse,3230,Holz,Messer,Pressen
Maschine 9726,3D-Drucker,4016,Kunststoff,Duese,3D-Drucken
Maschine 9727,3D-Drucker,700,Metall,Greifer,3D-Drucken
Maschine 9728,Druckmaschine,110,"Papier,Holz","Heizelement,Tintenstrahl,Laser",Drucken
Maschine 9729,Drehmaschine,3009,Stein,Walzfräser,Drehen
Maschine 9730,Wasserstrahlschneidmaschine,9907,"Kunststoff,Beton,Glas",Wasserstrahl,Schneiden
Maschine 9731,Laserschneidmaschine,5021,"Stein,Glas",Laser,Schneiden
Maschine 9732,Verpackungsmaschine,4320,Papier,Foerderband,Transportieren
Maschine 9733,Schleifmaschine,2408,"Kunststoff,Holz",Schleifpapier,Schleifen
Maschine 9734,Verpackungsmaschine,7217,Kunststoff,Foerderband,Biegen
Maschine 9735,Lackiermaschine,7765,Holz,Lackierpistole,Lackieren
Maschine 9736,Drehmaschine,9231,Kunststoff,"Walzfräser,Messer",Drehen
Maschine 9737,Presse,8880,"Holz,Metall",Messer,Stanzen
Maschine 9738,CNC-Fräse,8883,"Kunststoff,Metall","Bohrer,Walzfräser,Prismenfräser","Schneiden,Drehen,Schleifen"
Maschine 9739,CNC-Fräse,787,"Kunststoff,Metall","Prismenfräser,Walzfräser,Bohrer","Fräsen,Schneiden,Drehen"
Maschine 9740,Wasserstrahlschneidmaschine,8579,Stein,Wasserstrahl,Schneiden
Maschine 9741,Roboterarm,7221,Holz,Wasserstrahl,Lackieren
Maschine 9742,FTS,9220,Metall,Greifer,Transportieren
Maschine 9743,Verpackungsmaschine,7028,Kunststoff,Foerderband,Biegen
Maschine 9744,Wasserstrahlschneidmaschine,1810,Stein,Wasserstrahl,Schneiden
Maschine 9745,Druckmaschine,2644,"Textil,Papier,Keramik","Tintenstrahl,Laser",Lackieren
Maschine 9746,Lackiermaschine,8917,"Holz,Glas,Kunststoff",Lackierpistole,Lackieren
Maschine 9747,FTS,3222,Verbundwerkstoff,Greifer,Transportieren
Maschine 9748,Verpackungsmaschine,9343,Papier,Foerderband,Biegen
Maschine 9749,FTS,9218,Glas,Greifer,Transportieren
Maschine 9750,Verpackungsmaschine,4020,Kunststoff,Foerderband,Transportieren
Maschine 9751,Druckmaschine,9616,Textil,Heizelement,Drucken
Maschine 9752,Spritzgussmaschine,4038,Metall,Duese,Giessen
Maschine 9753,Presse,5894,"Metall,Kunststoff,Holz",Messer,Stanzen
Maschine 9754,Verpackungsmaschine,4497,Kunststoff,Foerderband,Transportieren
Maschine 9755,CNC-Fräse,128,"Kunststoff,Stein,Holz","Prismenfräser,Walzfräser,Bohrer",Schneiden
Maschine 9756,FTS,4604,"Beton,Textil,Metall",Greifer,Transportieren
Maschine 9757,Laserschneidmaschine,2708,"Glas,Holz",Laser,Fräsen
Maschine 9758,FTS,397,Papier,Greifer,Transportieren
Maschine 9759,Verpackungsmaschine,7947,Kunststoff,Foerderband,Biegen
Maschine 9760,FTS,2866,Metall,Greifer,Transportieren
Maschine 9761,Presse,941,"Metall,Holz,Kunststoff",Messer,Pressen
Maschine 9762,3D-Drucker,7506,Metall,Duese,3D-Drucken
Maschine 9763,Lackiermaschine,1071,Glas,Lackierpistole,Lackieren
Maschine 9764,Druckmaschine,651,"Holz,Textil",Tintenstrahl,Drucken
Maschine 9765,3D-Drucker,1298,Metall,Duese,3D-Drucken
Maschine 9766,Spritzgussmaschine,1293,Metall,Duese,Giessen
Maschine 9767,Lackiermaschine,2164,"Glas,Metall,Verbundwerkstoff",Lackierpistole,Lackieren
Maschine 9768,Wasserstrahlschneidmaschine,8135,"Kunststoff,Stein,Beton",Wasserstrahl,Schneiden
Maschine 9769,Laserschneidmaschine,1023,"Verbundwerkstoff,Holz,Kunststoff",Laser,"Schneiden,Stanzen"
Maschine 9770,Wasserstrahlschneidmaschine,7051,"Verbundwerkstoff,Beton",Wasserstrahl,Schneiden
Maschine 9771,Spritzgussmaschine,6142,Metall,Duese,Giessen
Maschine 9772,CNC-Fräse,2167,"Kunststoff,Stein,Holz",Walzfräser,"Drehen,Schleifen"
Maschine 9773,FTS,3668,"Papier,Textil,Holz",Greifer,Transportieren
Maschine 9774,Lackiermaschine,3349,"Glas,Verbundwerkstoff",Lackierpistole,Lackieren
Maschine 9775,Laserschneidmaschine,7843,Metall,Heizelement,"Stanzen,Bohren"
Maschine 9776,3D-Drucker,8797,Metall,Greifer,3D-Drucken
Maschine 9777,Drehmaschine,725,"Stein,Metall,Holz",Bohrer,Drehen
Maschine 9778,Presse,4344,Kunststoff,Messer,Stanzen
Maschine 9779,Laserschneidmaschine,6234,Metall,Laser,Bohren
Maschine 9780,Druckmaschine,4320,"Keramik,Papier","Tintenstrahl,Laser",Drucken
Maschine 9781,Spritzgussmaschine,9561,Metall,Duese,Giessen
Maschine 9782,Wasserstrahlschneidmaschine,780,Kunststoff,Wasserstrahl,Schneiden
Maschine 9783,FTS,286,"Kunststoff,Gummi",Greifer,Transportieren
Maschine 9784,Laserschneidmaschine,8049,Stein,Laser,Stanzen
Maschine 9785,FTS,8076,Verbundwerkstoff,Greifer,Transportieren
Maschine 9786,Spritzgussmaschine,3053,Metall,Duese,Giessen
Maschine 9787,Spritzgussmaschine,5400,Metall,Duese,Giessen
Maschine 9788,Roboterarm,5832,"Textil,Keramik","Greifer,Elektrode","Bohren,3D-Drucken,Fräsen"
Maschine 9789,CNC-Fräse,1199,"Kunststoff,Stein,Metall",Bohrer,"Drehen,Drehen"
Maschine 9790,Roboterarm,8283,"Holz,Metall",Schleifpapier,"Schweißen,Bohren,Schleifen"
Maschine 9791,3D-Drucker,9659,Kunststoff,Greifer,3D-Drucken
Maschine 9792,Druckmaschine,2992,"Holz,Textil","Lackierpistole,Laser,Heizelement",Lackieren
Maschine 9793,Presse,5479,Kunststoff,Messer,Stanzen
Maschine 9794,FTS,5018,"Verbundwerkstoff,Stein,Holz",Greifer,Transportieren
Maschine 9795,CNC-Fräse,9696,Kunststoff,Prismenfräser,"Fräsen,Schleifen,Drehen"
Maschine 9796,Druckmaschine,7239,Holz,"Lackierpistole,Tintenstrahl,Laser",Drucken
Maschine 9797,Verpackungsmaschine,9648,Kunststoff,Foerderband,Biegen
Maschine 9798,Druckmaschine,7408,Papier,"Lackierpistole,Laser,Heizelement",Lackieren
Maschine 9799,Druckmaschine,1789,Papier,"Laser,Heizelement,Tintenstrahl",Lackieren
Maschine 9800,Spritzgussmaschine,1718,Metall,Duese,Giessen
Maschine 9801,Drehmaschine,7353,"Holz,Stein","Bohrer,Prismenfräser,Walzfräser",Drehen
Maschine 9802,Verpackungsmaschine,2251,Papier,Foerderband,Biegen
Maschine 9803,FTS,193,"Glas,Beton,Kunststoff",Greifer,Transportieren
Maschine 9804,Roboterarm,9938,"Stein,Textil","Wasserstrahl,Messer","3D-Drucken,Drehen"
Maschine 9805,Lackiermaschine,4015,Metall,Lackierpistole,Lackieren
Maschine 9806,Presse,721,"Metall,Holz",Messer,Stanzen
Maschine 9807,Druckmaschine,8884,"Holz,Textil","Lackierpistole,Heizelement",Lackieren
Maschine 9808,Wasserstrahlschneidmaschine,816,"Metall,Kunststoff",Wasserstrahl,Schneiden
Maschine 9809,Drehmaschine,916,"Holz,Stein","Bohrer,Messer",Drehen
Maschine 9810,Drehmaschine,1934,"Kunststoff,Stein","Messer,Prismenfräser,Walzfräser",Drehen
Maschine 9811,Drehmaschine,7448,"Stein,Holz,Kunststoff","Prismenfräser,Bohrer,Messer",Drehen
Maschine 9812,Schleifmaschine,942,"Stein,Kunststoff,Holz",Schleifpapier,Schleifen
Maschine 9813,FTS,1499,"Beton,Gummi",Greifer,Transportieren
Maschine 9814,Spritzgussmaschine,6468,Metall,Duese,Giessen
Maschine 9815,Spritzgussmaschine,7995,Metall,Duese,Giessen
Maschine 9816,Wasserstrahlschneidmaschine,1407,"Beton,Kunststoff",Wasserstrahl,Schneiden
Maschine 9817,Roboterarm,9369,Glas,"Schleifpapier,Elektrode",Drehen
Maschine 9818,Laserschneidmaschine,573,Stein,Heizelement,Stanzen
Maschine 9819,Wasserstrahlschneidmaschine,431,"Verbundwerkstoff,Keramik,Holz",Wasserstrahl,Schneiden
Maschine 9820,FTS,5753,Gummi,Greifer,Transportieren
Maschine 9821,Drehmaschine,6418,Kunststoff,"Bohrer,Walzfräser,Prismenfräser",Drehen
Maschine 9822,3D-Drucker,479,Metall,Greifer,3D-Drucken
Maschine 9823,CNC-Fräse,3910,"Stein,Kunststoff,Holz",Bohrer,"Fräsen,Schleifen,Schneiden"
Maschine 9824,FTS,9335,"Holz,Keramik",Greifer,Transportieren
Maschine 9825,Lackiermaschine,8982,Stein,Lackierpistole,Lackieren
Maschine 9826,3D-Drucker,3251,Kunststoff,Greifer,3D-Drucken
Maschine 9827,FTS,2800,Stein,Greifer,Transportieren
Maschine 9828,CNC-Fräse,7879,"Holz,Stein,Metall","Prismenfräser,Walzfräser,Bohrer",Drehen
Maschine 9829,Laserschneidmaschine,2933,"Metall,Kunststoff,Holz",Heizelement,"Bohren,Stanzen,Fräsen"
Maschine 9830,Roboterarm,3523,Textil,"Wolframelektrode,Elektrode","Schneiden,Lackieren"
Maschine 9831,3D-Drucker,8378,Kunststoff,Greifer,3D-Drucken
Maschine 9832,Spritzgussmaschine,8067,Metall,Duese,Giessen
Maschine 9833,Schleifmaschine,2986,"Metall,Stein,Holz",Schleifpapier,Schleifen
Maschine 9834,Lackiermaschine,2486,"Kunststoff,Metall,Glas",Lackierpistole,Lackieren
Maschine 9835,3D-Drucker,8695,Metall,Duese,3D-Drucken
Maschine 9836,Lackiermaschine,5486,"Glas,Stein,Kunststoff",Lackierpistole,Lackieren
Maschine 9837,CNC-Fräse,214,"Metall,Holz","Walzfräser,Prismenfräser,Bohrer","Drehen,Schneiden"
Maschine 9838,CNC-Fräse,6041,"Holz,Metall","Walzfräser,Bohrer,Prismenfräser","Drehen,Fräsen"
Maschine 9839,FTS,4979,Gummi,Greifer,Transportieren
Maschine 9840,3D-Drucker,7689,Metall,Greifer,3D-Drucken
Maschine 9841,Wasserstrahlschneidmaschine,6876,Keramik,Wasserstrahl,Schneiden
Maschine 9842,Schleifmaschine,1390,"Holz,Metall",Schleifpapier,Schleifen
Maschine 9843,Drehmaschine,6384,"Metall,Stein","Walzfräser,Bohrer,Prismenfräser",Drehen
Maschine 9844,Drehmaschine,2896,"Holz,Metall,Kunststoff",Messer,Drehen
Maschine 9845,Druckmaschine,1556,"Holz,Papier,Keramik","Lackierpistole,Tintenstrahl",Drucken
Maschine 9846,Wasserstrahlschneidmaschine,6132,Stein,Wasserstrahl,Schneiden
Maschine 9847,Laserschneidmaschine,3499,Kunststoff,Laser,Stanzen
Maschine 9848,Roboterarm,4675,Metall,"Lackierpistole,Messer",Biegen
Maschine 9849,Presse,5273,"Kunststoff,Holz,Metall",Messer,Stanzen
Maschine 9850,Spritzgussmaschine,106,Metall,Duese,Giessen
Maschine 9851,Spritzgussmaschine,1575,Metall,Duese,Giessen
Maschine 9852,FTS,2736,"Stein,Kunststoff",Greifer,Transportieren
Maschine 9853,Spritzgussmaschine,709,Metall,Duese,Giessen
Maschine 9854,Verpackungsmaschine,7912,Papier,Foerderband,Transportieren
Maschine 9855,Roboterarm,9979,"Metall,Keramik,Textil",Bohrer,"Drehen,Bohren,Fräsen"
Maschine 9856,Drehmaschine,3158,Holz,Prismenfräser,Drehen
Maschine 9857,3D-Drucker,6558,Kunststoff,Duese,3D-Drucken
Maschine 9858,Presse,4274,"Metall,Kunststoff",Messer,Pressen
Maschine 9859,Spritzgussmaschine,7575,Metall,Duese,Giessen
Maschine 9860,Drehmaschine,880,"Holz,Metall",Prismenfräser,Drehen
Maschine 9861,Spritzgussmaschine,6189,Metall,Duese,Giessen
Maschine 9862,FTS,1844,"Textil,Metall",Greifer,Transportieren
Maschine 9863,Verpackungsmaschine,3331,Papier,Foerderband,Transportieren
Maschine 9864,Laserschneidmaschine,8516,"Verbundwerkstoff,Glas",Laser,"Schneiden,Bohren,Stanzen"
Maschine 9865,Schleifmaschine,4186,Metall,Schleifpapier,Schleifen
Maschine 9866,Drehmaschine,6558,"Stein,Metall","Prismenfräser,Bohrer",Drehen
Maschine 9867,Spritzgussmaschine,3179,Metall,Duese,Giessen
Maschine 9868,Schleifmaschine,2266,"Stein,Holz",Schleifpapier,Schleifen
Maschine 9869,Druckmaschine,9146,Holz,Lackierpistole,Lackieren
Maschine 9870,Druckmaschine,3987,"Papier,Keramik",Laser,Lackieren
Maschine 9871,3D-Drucker,9566,Metall,Duese,3D-Drucken
Maschine 9872,Druckmaschine,6015,"Textil,Holz","Laser,Lackierpistole,Heizelement",Drucken
Maschine 9873,CNC-Fräse,4816,Kunststoff,"Walzfräser,Prismenfräser,Bohrer",Fräsen
Maschine 9874,Schleifmaschine,1741,Kunststoff,Schleifpapier,Schleifen
Maschine 9875,Verpackungsmaschine,4373,Kunststoff,Foerderband,Transportieren
Maschine 9876,Spritzgussmaschine,8196,Metall,Duese,Giessen
Maschine 9877,Verpackungsmaschine,4308,Papier,Foerderband,Biegen
Maschine 9878,Verpackungsmaschine,6182,Papier,Foerderband,Transportieren
Maschine 9879,Laserschneidmaschine,8994,Glas,Heizelement,"Stanzen,Fräsen"
Maschine 9880,FTS,7744,"Verbundwerkstoff,Papier,Kunststoff",Greifer,Transportieren
Maschine 9881,Laserschneidmaschine,495,"Holz,Stein,Verbundwerkstoff",Laser,"Stanzen,Schneiden,Fräsen"
Maschine 9882,Drehmaschine,2904,"Holz,Metall,Stein",Walzfräser,Drehen
Maschine 9883,Laserschneidmaschine,4688,"Metall,Kunststoff,Stein",Heizelement,"Bohren,Schneiden,Stanzen"
Maschine 9884,Druckmaschine,2704,"Keramik,Holz,Papier","Tintenstrahl,Laser,Heizelement",Lackieren
Maschine 9885,Lackiermaschine,469,"Holz,Glas,Metall",Lackierpistole,Lackieren
Maschine 9886,Wasserstrahlschneidmaschine,4494,Verbundwerkstoff,Wasserstrahl,Schneiden
Maschine 9887,Lackiermaschine,8448,"Glas,Verbundwerkstoff",Lackierpistole,Lackieren
Maschine 9888,Laserschneidmaschine,456,Metall,Heizelement,"Stanzen,Schneiden"
Maschine 9889,Schleifmaschine,1617,Stein,Schleifpapier,Schleifen
Maschine 9890,FTS,8579,"Kunststoff,Textil",Greifer,Transportieren
Maschine 9891,Roboterarm,4717,"Keramik,Kunststoff","Wasserstrahl,Wolframelektrode,Bohrer",Biegen
Maschine 9892,Druckmaschine,85,"Keramik,Papier","Lackierpistole,Laser",Lackieren
Maschine 9893,Roboterarm,9941,"Glas,Stein,Gummi","Bohrer,Wolframelektrode","Schweißen,3D-Drucken,Bohren"
Maschine 9894,FTS,1250,"Beton,Keramik",Greifer,Transportieren
Maschine 9895,Laserschneidmaschine,1191,"Metall,Kunststoff,Holz",Laser,Schneiden
Maschine 9896,Druckmaschine,1930,"Keramik,Textil","Tintenstrahl,Lackierpistole",Drucken
Maschine 9897,Drehmaschine,4333,Metall,Walzfräser,Drehen
Maschine 9898,3D-Drucker,8535,Kunststoff,Duese,3D-Drucken
Maschine 9899,Spritzgussmaschine,214,Metall,Duese,Giessen
Maschine 9900,FTS,4670,"Textil,Kunststoff,Beton",Greifer,Transportieren
Maschine 9901,Spritzgussmaschine,4435,Metall,Duese,Giessen
Maschine 9902,Drehmaschine,4769,Kunststoff,"Walzfräser,Bohrer",Drehen
Maschine 9903,Drehmaschine,221,"Metall,Holz,Kunststoff","Prismenfräser,Bohrer,Messer",Drehen
Maschine 9904,Spritzgussmaschine,9885,Metall,Duese,Giessen
Maschine 9905,Verpackungsmaschine,2165,Kunststoff,Foerderband,Transportieren
Maschine 9906,Spritzgussmaschine,2211,Metall,Duese,Giessen
Maschine 9907,Druckmaschine,4971,"Keramik,Papier",Heizelement,Lackieren
Maschine 9908,Druckmaschine,7805,"Papier,Keramik,Textil","Lackierpistole,Laser,Tintenstrahl",Lackieren
Maschine 9909,Schleifmaschine,1931,"Kunststoff,Stein,Metall",Schleifpapier,Schleifen
Maschine 9910,Spritzgussmaschine,6959,Metall,Duese,Giessen
Maschine 9911,Laserschneidmaschine,674,Metall,Laser,"Bohren,Schneiden,Stanzen"
Maschine 9912,FTS,7928,"Textil,Kunststoff,Glas",Greifer,Transportieren
Maschine 9913,Drehmaschine,1933,"Metall,Kunststoff,Holz",Messer,Drehen
Maschine 9914,3D-Drucker,7580,Metall,Duese,3D-Drucken
Maschine 9915,Schleifmaschine,6642,"Kunststoff,Holz,Stein",Schleifpapier,Schleifen
Maschine 9916,Verpackungsmaschine,2632,Papier,Foerderband,Transportieren
Maschine 9917,Lackiermaschine,8080,"Verbundwerkstoff,Stein,Holz",Lackierpistole,Lackieren
Maschine 9918,CNC-Fräse,6923,"Holz,Stein,Metall","Prismenfräser,Bohrer,Walzfräser","Drehen,Drehen,Fräsen"
Maschine 9919,Verpackungsmaschine,9794,Papier,Foerderband,Transportieren
Maschine 9920,3D-Drucker,7993,Kunststoff,Duese,3D-Drucken
Maschine 9921,Drehmaschine,8133,"Holz,Metall,Stein",Walzfräser,Drehen
Maschine 9922,Spritzgussmaschine,9980,Metall,Duese,Giessen
Maschine 9923,3D-Drucker,9248,Kunststoff,Greifer,3D-Drucken
Maschine 9924,Druckmaschine,3012,"Keramik,Textil",Heizelement,Drucken
Maschine 9925,Druckmaschine,2046,"Holz,Textil,Papier","Lackierpistole,Heizelement,Tintenstrahl",Drucken
Maschine 9926,Spritzgussmaschine,4866,Metall,Duese,Giessen
Maschine 9927,Laserschneidmaschine,1906,"Verbundwerkstoff,Glas,Holz",Heizelement,"Schneiden,Bohren"
Maschine 9928,Druckmaschine,8651,"Textil,Papier,Holz","Tintenstrahl,Laser,Lackierpistole",Drucken
Maschine 9929,Druckmaschine,9208,Keramik,"Laser,Tintenstrahl,Lackierpistole",Lackieren
Maschine 9930,CNC-Fräse,2882,"Kunststoff,Holz",Prismenfräser,"Schneiden,Fräsen"
Maschine 9931,Druckmaschine,5151,"Textil,Holz","Laser,Lackierpistole,Heizelement",Lackieren
Maschine 9932,Wasserstrahlschneidmaschine,4348,Beton,Wasserstrahl,Schneiden
Maschine 9933,Laserschneidmaschine,3317,Stein,Laser,"Stanzen,Bohren,Fräsen"
Maschine 9934,Spritzgussmaschine,1692,Metall,Duese,Giessen
Maschine 9935,3D-Drucker,6319,Metall,Duese,3D-Drucken
Maschine 9936,Roboterarm,6092,Beton,"Wolframelektrode,Lackierpistole","Biegen,Bohren,Fräsen"
Maschine 9937,Lackiermaschine,9886,"Glas,Stein,Kunststoff",Lackierpistole,Lackieren
Maschine 9938,Spritzgussmaschine,893,Metall,Duese,Giessen
Maschine 9939,Druckmaschine,5216,"Holz,Keramik","Lackierpistole,Heizelement,Tintenstrahl",Lackieren
Maschine 9940,Wasserstrahlschneidmaschine,8856,"Stein,Verbundwerkstoff",Wasserstrahl,Schneiden
Maschine 9941,Verpackungsmaschine,2096,Papier,Foerderband,Transportieren
Maschine 9942,Presse,2268,"Kunststoff,Metall,Holz",Messer,Pressen
Maschine 9943,Laserschneidmaschine,7492,"Verbundwerkstoff,Stein",Heizelement,"Schneiden,Stanzen"
Maschine 9944,Druckmaschine,2126,Keramik,"Laser,Tintenstrahl,Heizelement",Lackieren
Maschine 9945,Lackiermaschine,4544,Glas,Lackierpistole,Lackieren
Maschine 9946,3D-Drucker,8042,Kunststoff,Duese,3D-Drucken
Maschine 9947,Druckmaschine,5769,Textil,Laser,Drucken
Maschine 9948,Presse,2738,"Kunststoff,Holz,Metall",Messer,Stanzen
Maschine 9949,Schleifmaschine,7278,"Holz,Metall",Schleifpapier,Schleifen
Maschine 9950,Roboterarm,8237,"Kunststoff,Verbundwerkstoff","Schleifpapier,Bohrer,Wolframelektrode","Fräsen,Schleifen"
Maschine 9951,Schleifmaschine,914,"Holz,Metall",Schleifpapier,Schleifen
Maschine 9952,Lackiermaschine,2403,"Stein,Kunststoff",Lackierpistole,Lackieren
Maschine 9953,Schleifmaschine,1759,"Kunststoff,Metall",Schleifpapier,Schleifen
Maschine 9954,Wasserstrahlschneidmaschine,695,"Keramik,Kunststoff",Wasserstrahl,Schneiden
Maschine 9955,Schleifmaschine,9862,"Kunststoff,Holz,Metall",Schleifpapier,Schleifen
Maschine 9956,Spritzgussmaschine,9443,Metall,Duese,Giessen
Maschine 9957,Verpackungsmaschine,9025,Papier,Foerderband,Transportieren
Maschine 9958,Wasserstrahlschneidmaschine,1066,Keramik,Wasserstrahl,Schneiden
